longitude,latitude,o3prod_mole_stacked,o3loss_mole_stacked
91.0,45.0,1570948.439657292,423317.42077121616
91.0,47.0,1514069.7272118335,369033.7487663205
91.0,49.0,2957637.340643613,376195.6130596652
91.0,51.0,1847132.3115474165,343086.9326810988
91.0,53.0,2366907.0115168667,274885.1466233548
91.0,55.0,2790754.914148249,226737.33619455012
91.0,57.0,2076587.1406263828,201082.78247877382
91.0,59.0,1109382.3689154873,215514.7906619014
91.0,61.0,1127921.002296594,185851.57573088954
91.0,63.0,489242.00041826634,161129.72500450516
91.0,65.0,567323.2855392438,132788.25503001103
91.0,67.0,540942.567444321,105680.9382401839
91.0,69.0,539264.0500752932,89630.26456953243
91.0,71.0,349718.7937443868,89604.71904423923
91.0,73.0,276263.56270325155,90738.23242242215
91.0,75.0,178740.44071353733,95492.40709957421
91.0,77.0,280234.6379559167,75827.97716702921
91.0,79.0,169536.26944077353,75522.79391313255
91.0,81.0,107725.94883933898,81584.37193019476
91.0,83.0,85599.9562928687,85439.57026737048
91.0,85.0,77821.35378028196,82907.28941112114
91.0,87.0,72740.99372072035,81070.30583595857
91.0,89.0,73071.60360263551,79776.14667339851
93.0,-89.0,19119.16854058415,22783.90656599921
93.0,-87.0,20151.738406697386,23342.961292709257
93.0,-85.0,21122.786621146734,23882.10778919954
93.0,-83.0,21952.656451653693,24785.65276181804
93.0,-81.0,22463.311813698765,25332.80274126107
93.0,-79.0,23120.137552454056,26576.8830936059
93.0,-77.0,23880.184466316987,28572.16379109161
93.0,-75.0,24529.25861162556,30809.488936281454
93.0,-73.0,25418.265985291295,33947.9870782476
93.0,-71.0,26581.17014320891,38645.11956471335
93.0,-69.0,29718.24413927036,49350.8892684197
93.0,-67.0,35503.51298420928,57936.05921760169
93.0,-65.0,61093.325027020015,69073.5820599989
93.0,-63.0,60636.32664926257,77133.4184153419
93.0,-61.0,50470.914812115494,82942.54920124989
93.0,-59.0,38529.30710750611,83508.84153791843
93.0,-57.0,26593.06659600153,69946.72190208716
93.0,-55.0,21790.79552778269,68861.46693551046
93.0,-53.0,24297.716275551273,79386.53616907231
93.0,-51.0,29580.487195577356,95177.48701159106
93.0,-49.0,32856.97228986122,113406.04559540006
93.0,-47.0,39315.97067957207,137704.81987587266
93.0,-45.0,54459.983085753986,166831.7533504812
93.0,-43.0,62857.67960558848,198995.87196262006
93.0,-41.0,75858.34539424938,236919.06533303027
93.0,-39.0,108216.03100155704,282236.1121268815
93.0,-37.0,123541.87641063673,327478.5477689257
93.0,-35.0,155397.96116510936,381501.72579336795
93.0,-33.0,175426.82367951426,438150.9908056675
93.0,-31.0,233218.6083922188,500309.16989431565
93.0,-29.0,206004.08689545587,559586.049433947
93.0,-27.0,189605.33268782415,633051.7576626925
93.0,-25.0,231211.66720445987,726773.4383714299
93.0,-23.0,301310.7556764113,831464.3902768587
93.0,-21.0,357873.3724863306,936741.3767221062
93.0,-19.0,478076.6542485102,1056216.6807877847
93.0,-17.0,553564.8756928426,1164528.953931433
93.0,-15.0,578702.1920827125,1260217.1531993267
93.0,-13.0,1010494.0650915415,1367555.0441864387
93.0,-11.0,1338269.6509299031,1450847.6895411469
93.0,-9.0,571941.1622235179,1454434.8211029784
93.0,-7.0,304587.77247662406,1409831.7912618108
93.0,-5.0,298255.9189919617,1433622.909858478
93.0,-3.0,385913.9717667099,1514641.9705942497
93.0,-1.0,680706.8537242655,1636130.1513963477
93.0,1.0,600441.1137378932,1744628.0303700976
93.0,3.0,1569112.2724742542,1942698.4268577348
93.0,5.0,4324047.638978233,1957615.0262011238
93.0,7.0,3749523.3122702325,2022075.5263845872
93.0,9.0,1645941.0769669367,2256098.8352643778
93.0,11.0,1907822.4364519208,2327802.1907096477
93.0,13.0,3067866.934809181,2260752.479876672
93.0,15.0,1449472.1127091749,2367019.361537395
93.0,17.0,3738830.622217697,2184603.530051672
93.0,19.0,4354515.614051116,2159054.237451643
93.0,21.0,11128260.379375927,2017376.0154298327
93.0,23.0,17240260.092408154,2045497.7681139358
93.0,25.0,25645107.83740153,2516962.5988044823
93.0,27.0,14988717.457977701,1702987.240228259
93.0,29.0,6600737.465351662,1141166.5960575412
93.0,31.0,7003886.9741819175,932198.5550874494
93.0,33.0,5661318.853140011,887288.7403649662
93.0,35.0,5597804.955522632,784316.8731459712
93.0,37.0,2427444.974040613,716746.0452936444
93.0,39.0,1795027.6565185485,771881.5571706251
93.0,41.0,1971959.4791097715,656879.1956454574
93.0,43.0,2108023.6327918814,458844.70371213165
93.0,45.0,1206991.4953705743,456720.2459560638
93.0,47.0,1422319.9941163661,387694.51142715587
93.0,49.0,2187784.022411068,344093.1062210411
93.0,51.0,1738673.0613798066,340759.4002472355
93.0,53.0,1688777.9045871203,307869.4934258518
93.0,55.0,2126900.8178525832,266857.43685194413
93.0,57.0,1624947.1267774955,214051.29485415094
93.0,59.0,1210032.3726414733,202796.56859133064
93.0,61.0,1397377.9631506428,174453.45690450215
93.0,63.0,592281.4911159151,153426.66315962994
93.0,65.0,540549.1310582218,129404.74204146393
93.0,67.0,477621.25104027416,109008.93835382294
93.0,69.0,403205.553694243,95977.23937516031
93.0,71.0,321792.93921678455,90398.89366509121
93.0,73.0,242457.43642845837,94732.4211968847
93.0,75.0,174434.07072724972,97809.5004230686
93.0,77.0,304254.95528603956,75157.06822399741
93.0,79.0,186329.9328360791,76621.83898298144
93.0,81.0,107021.05691791432,81396.64674010647
93.0,83.0,84930.55761575715,85449.74116279412
93.0,85.0,77848.44094555922,82973.35121393217
93.0,87.0,72785.08857503944,81115.55118578795
93.0,89.0,73150.28285673322,79826.21696722988
95.0,-89.0,19108.121570326122,22771.59964266385
95.0,-87.0,20130.44470486888,23352.809859987192
95.0,-85.0,21035.289264312527,23802.477629945482
95.0,-83.0,21860.15031024681,24716.094386743047
95.0,-81.0,22279.522378371443,25132.50110207876
95.0,-79.0,22910.13088316133,26207.138362320322
95.0,-77.0,23699.81217243879,28214.699011519086
95.0,-75.0,24295.933124191637,30224.918593920836
95.0,-73.0,25195.911660790865,33323.361464491696
95.0,-71.0,26297.748116416136,37734.800547654086
95.0,-69.0,29116.78518097634,47654.176611175106
95.0,-67.0,32455.18002140852,56829.278059035576
95.0,-65.0,52871.912787857225,67998.68091204052
95.0,-63.0,55455.12818505928,76520.27676886033
95.0,-61.0,49289.14305322222,82160.77697268758
95.0,-59.0,39607.475911239955,83245.2327881995
95.0,-57.0,28706.482546591044,69668.30416759211
95.0,-55.0,22080.60088343287,68441.07384013676
95.0,-53.0,24360.195138135303,78859.15939270548
95.0,-51.0,29117.652812997396,94800.72493946184
95.0,-49.0,33108.05155845632,113244.63216178
95.0,-47.0,38854.59093983673,137233.53987869064
95.0,-45.0,52238.386083331876,166178.63040849107
95.0,-43.0,65357.21580076355,199110.28741717947
95.0,-41.0,74513.12688323819,235073.57365411575
95.0,-39.0,100839.78724416313,279129.911144209
95.0,-37.0,131183.6260857216,325265.20576180407
95.0,-35.0,151682.2767027207,376251.8401407003
95.0,-33.0,173981.8420310199,429834.0594805739
95.0,-31.0,212252.78510812047,488862.0999942037
95.0,-29.0,197857.27391891505,552386.1719423867
95.0,-27.0,178369.13678580875,626147.465272213
95.0,-25.0,206739.25294789934,721109.9104324658
95.0,-23.0,286186.9762576682,830435.1645316392
95.0,-21.0,406294.0501560959,948542.3412405885
95.0,-19.0,557514.9478495489,1071691.5772456008
95.0,-17.0,551508.9107498234,1174249.2870557678
95.0,-15.0,683514.2018292078,1283490.6569591465
95.0,-13.0,878001.2666851259,1378107.0754712995
95.0,-11.0,1249851.2747598675,1442274.0998532295
95.0,-9.0,698880.8054036343,1477776.2724660719
95.0,-7.0,333970.37462762307,1434530.2116990883
95.0,-5.0,352942.23884242005,1478489.8875006074
95.0,-3.0,600797.7566774172,1619040.3562535471
95.0,-1.0,566742.1117219069,1714344.408742319
95.0,1.0,649418.5970625298,1821474.2416104495
95.0,3.0,2317800.786073296,1918975.5877653754
95.0,5.0,10277526.493405016,1926332.4923592051
95.0,7.0,4036579.769220056,2047144.2427047144
95.0,9.0,1562794.8217085442,2253610.7248067753
95.0,11.0,1467686.5672883415,2339375.6695663845
95.0,13.0,1612209.4837281583,2409490.5261072447
95.0,15.0,2624918.3076679106,2221031.743183832
95.0,17.0,11417346.122725582,1986452.1389019426
95.0,19.0,11843974.435750175,2096590.928505595
95.0,21.0,13463723.118542565,1823783.6965829346
95.0,23.0,12697932.65776841,1973879.4862988458
95.0,25.0,19721535.383684695,2588335.3330503125
95.0,27.0,17345631.37300419,1723176.080115885
95.0,29.0,6939790.026213898,1214457.7160216458
95.0,31.0,6002477.481282496,949627.8533453973
95.0,33.0,5353876.834630277,870523.2638262276
95.0,35.0,5830704.924165173,833993.7072788676
95.0,37.0,3145084.343804195,788577.0838887125
95.0,39.0,1984896.049471529,707606.3677625484
95.0,41.0,2029703.7455946556,590151.0822711482
95.0,43.0,1819071.1015940264,503732.09806950536
95.0,45.0,1124373.176691053,463691.92550658714
95.0,47.0,1018976.7073406165,406101.65905462863
95.0,49.0,1525779.8883440862,343886.3543393966
95.0,51.0,1723196.6758864336,311629.4266597562
95.0,53.0,1174241.492383665,315244.2857826635
95.0,55.0,1710473.0039829859,281307.9770022467
95.0,57.0,1554366.9328606133,215337.99745702028
95.0,59.0,1880025.0492114362,203474.58426852542
95.0,61.0,1211344.0276156568,173185.8663268816
95.0,63.0,571739.7539649674,150839.24153002087
95.0,65.0,526164.5527129315,129012.34772938954
95.0,67.0,422803.3385500938,108458.21946625652
95.0,69.0,323514.64315295196,97019.74756085494
95.0,71.0,320740.9053277306,88889.12107438884
95.0,73.0,243362.2959043917,93870.23063351455
95.0,75.0,174491.66605562982,98562.80678088864
95.0,77.0,317358.1610001042,76005.96081576454
95.0,79.0,217470.3232387126,82767.25412712009
95.0,81.0,109947.98518422472,85913.78533895526
95.0,83.0,84876.31307097612,85511.63898068923
95.0,85.0,78099.75408482464,83109.98911523058
95.0,87.0,72819.79298626716,81108.07619658261
95.0,89.0,73246.07927984485,79898.59938967467
97.0,-89.0,19091.01307172686,22755.462729583287
97.0,-87.0,20106.418606551055,23358.94219794965
97.0,-85.0,20929.44542210254,23698.57648548552
97.0,-83.0,21810.04122935351,24671.50079176482
97.0,-81.0,22153.88908242554,25000.031581389638
97.0,-79.0,22719.13174449834,25878.081844420718
97.0,-77.0,23486.467128039414,27754.709938187774
97.0,-75.0,24034.164798882095,29629.68921897159
97.0,-73.0,24943.52995454723,32720.329594416595
97.0,-71.0,26044.5723791404,36969.82339598332
97.0,-69.0,28792.272533117568,46618.91591982364
97.0,-67.0,32278.22389419385,59499.43683587954
97.0,-65.0,62728.5889641845,73353.84835219967
97.0,-63.0,57494.11870488851,76098.4223072394
97.0,-61.0,52279.32386583069,81422.58008349774
97.0,-59.0,39132.328254971304,82084.27568667165
97.0,-57.0,26807.16944632132,68226.10660990854
97.0,-55.0,22219.612086570472,68313.06278775407
97.0,-53.0,23221.41512481492,78328.59818690097
97.0,-51.0,27771.83859613891,94240.42558762952
97.0,-49.0,34741.98338855147,113656.48169485547
97.0,-47.0,40369.93149443782,137076.03678995516
97.0,-45.0,51480.74580149497,165421.06693162557
97.0,-43.0,59978.09227256211,196796.91576888238
97.0,-41.0,78484.45453382307,235707.0335863545
97.0,-39.0,102105.6677785698,277383.201867203
97.0,-37.0,133302.74169263922,322484.9316328874
97.0,-35.0,164592.44760677338,374446.8558386281
97.0,-33.0,179683.09745687887,425448.5115836068
97.0,-31.0,215979.248919684,486373.3939020723
97.0,-29.0,210513.46480446585,551858.0941547822
97.0,-27.0,185808.76730274555,626389.7101132167
97.0,-25.0,232780.66539413427,727955.4079177869
97.0,-23.0,343809.5372938369,846690.6609600575
97.0,-21.0,436096.7581940312,963528.1645831779
97.0,-19.0,530453.0858008016,1079857.6639820668
97.0,-17.0,636822.0941483217,1191353.1451220561
97.0,-15.0,758344.7761874872,1294277.15623752
97.0,-13.0,625915.471383978,1370776.3223378307
97.0,-11.0,924462.1207698067,1443638.63032512
97.0,-9.0,1108995.0838963052,1511309.1967285224
97.0,-7.0,431972.71737322776,1477866.7321325275
97.0,-5.0,506205.97713191545,1575915.3439158832
97.0,-3.0,861984.983102485,1776176.7586798826
97.0,-1.0,870816.4691522983,1921374.1073727307
97.0,1.0,3056121.7138436865,1907098.1051949563
97.0,3.0,9638173.301382998,1822333.5125900693
97.0,5.0,20419019.008802306,2329358.1804795
97.0,7.0,4729654.55970385,2153517.2666713726
97.0,9.0,5283057.2924301075,1974839.6725410023
97.0,11.0,4269839.255215862,2121551.9404975194
97.0,13.0,4386507.478906398,2219184.633625899
97.0,15.0,6357116.6088058185,2004817.5963759532
97.0,17.0,15135396.528798563,2010924.1564656731
97.0,19.0,15239963.329669122,2066511.2684905923
97.0,21.0,13128891.818070922,1881365.241951949
97.0,23.0,13770092.85486395,1988599.8933916765
97.0,25.0,15763414.589241158,2345802.407972421
97.0,27.0,9442457.344093978,1846280.6288758728
97.0,29.0,6487840.076198937,1117576.24730977
97.0,31.0,6799039.091562723,928501.1159599166
97.0,33.0,5877205.591912144,837376.4766169793
97.0,35.0,5945052.3836852675,788295.938092882
97.0,37.0,5336111.461895368,664622.1745426165
97.0,39.0,2682057.5372619154,622690.091193184
97.0,41.0,2060004.5391053313,590058.6070717821
97.0,43.0,1468028.4855654724,615661.5731711489
97.0,45.0,1164198.0040222981,461625.789953684
97.0,47.0,1148135.4051958434,396882.1371212028
97.0,49.0,1601727.7559350142,321238.01354968845
97.0,51.0,1402170.5402988417,325216.77547893266
97.0,53.0,858717.9064467594,286029.912486327
97.0,55.0,1163503.552513428,279093.07700355334
97.0,57.0,1604741.5798812073,207670.67456546632
97.0,59.0,1356029.4257126471,196206.62559948125
97.0,61.0,718893.9233449387,177868.4906172626
97.0,63.0,547362.0602008896,149896.93381968787
97.0,65.0,550279.613956957,127705.79447635918
97.0,67.0,392610.32219845644,110003.9427079009
97.0,69.0,306585.9118914817,98240.73326906188
97.0,71.0,321976.84357394534,87617.92200657951
97.0,73.0,259001.40620993538,93311.44976106411
97.0,75.0,187358.4386540217,97686.6558605521
97.0,77.0,306901.37834065466,76015.55793259978
97.0,79.0,238724.13419295463,84155.31361950199
97.0,81.0,103333.01467239179,85697.23924254005
97.0,83.0,85111.04216533114,85715.01479112991
97.0,85.0,78524.65660519166,83216.14000786775
97.0,87.0,72753.35668233209,81095.39284663045
97.0,89.0,73322.44961179401,79915.43920075145
99.0,-89.0,19077.43675238587,22745.548437311456
99.0,-87.0,20069.95906316564,23357.907628592733
99.0,-85.0,20802.234414826587,23592.003986910535
99.0,-83.0,21745.46699364117,24606.418532047308
99.0,-81.0,22038.550511999278,24903.383509006493
99.0,-79.0,22562.5528792002,25623.85040492016
99.0,-77.0,23239.003074765624,27216.165114963373
99.0,-75.0,23768.656648060634,29012.457143243635
99.0,-73.0,24711.561610337343,32106.758304074996
99.0,-71.0,25779.05791482412,36244.66412397967
99.0,-69.0,28725.504890284465,46110.44861027784
99.0,-67.0,31519.974094525143,58958.734687445736
99.0,-65.0,74744.71459977732,73317.07426146384
99.0,-63.0,58121.66489368376,75674.66254247639
99.0,-61.0,50607.17152929527,80948.30218639357
99.0,-59.0,39233.69958979243,80375.82276883141
99.0,-57.0,27680.92395523754,67000.61113894575
99.0,-55.0,22743.602647684762,68678.52920730178
99.0,-53.0,23278.642944126077,78516.1183995221
99.0,-51.0,26637.990089809417,93411.84225422957
99.0,-49.0,32604.613034635793,112721.99454195381
99.0,-47.0,38529.536046290625,135860.14793267887
99.0,-45.0,49950.587797154,164559.57980128337
99.0,-43.0,59303.73184705243,196154.82817852328
99.0,-41.0,79023.78307750712,235246.23870915247
99.0,-39.0,100665.09860332384,275422.90386900667
99.0,-37.0,134494.96452345504,319544.2948345299
99.0,-35.0,169845.23034535072,370363.369097734
99.0,-33.0,179714.3594978968,421623.5923198659
99.0,-31.0,218474.27931680167,483925.3369381683
99.0,-29.0,206839.08883625548,550987.2648465913
99.0,-27.0,198564.25050012348,632371.6879003177
99.0,-25.0,269778.48839670856,742229.6276101937
99.0,-23.0,420269.72014894814,865742.728084003
99.0,-21.0,503900.0194905167,985188.3243660127
99.0,-19.0,558977.6302471564,1097156.5785852561
99.0,-17.0,661856.3093943662,1204358.6018860072
99.0,-15.0,580334.5238398571,1289189.7489217748
99.0,-13.0,499861.43182228325,1368211.8638500653
99.0,-11.0,631269.5064577352,1447692.2402353014
99.0,-9.0,1257176.5810887371,1526907.1857874545
99.0,-7.0,684589.2336077677,1544911.1879486775
99.0,-5.0,768793.5961093439,1754412.3379663862
99.0,-3.0,1562361.559290469,1987376.9613272084
99.0,-1.0,7545063.598923048,1895820.1680237746
99.0,1.0,12521397.27395529,2070831.1219853288
99.0,3.0,23450900.089770507,2613626.827539258
99.0,5.0,15208155.201168848,2509864.1786209475
99.0,7.0,8083731.665545293,1936475.2713815388
99.0,9.0,8258508.067523779,1868348.2197866808
99.0,11.0,7353172.789705198,2001054.542403522
99.0,13.0,16881967.90957008,2113866.0325640524
99.0,15.0,19190387.68303644,1899178.9674685558
99.0,17.0,16771689.454903763,1911989.0106289894
99.0,19.0,17297486.07904637,2022691.140894686
99.0,21.0,13793011.723831385,1974899.6846859043
99.0,23.0,14081027.598673467,1852243.8013619126
99.0,25.0,15817241.010649,1661039.5684798728
99.0,27.0,12566519.248468924,1429248.8409283843
99.0,29.0,6147289.418120751,1066924.0222258181
99.0,31.0,6492587.87978905,935003.0730988685
99.0,33.0,5870269.70565371,847967.7724783102
99.0,35.0,6366223.965377723,782688.4021385185
99.0,37.0,6757910.510473726,723526.664943026
99.0,39.0,4290251.194720177,634055.6408060958
99.0,41.0,2026079.2303857103,642108.5873618058
99.0,43.0,1437660.4474202276,614432.456775706
99.0,45.0,1433914.0086683384,465797.4531733214
99.0,47.0,1527966.6422746207,381201.97041247034
99.0,49.0,2052128.0752555996,335178.2618030996
99.0,51.0,1402908.2107873075,308851.4602477429
99.0,53.0,783824.6802765374,277067.1869204223
99.0,55.0,1552759.5084233314,256103.5877916119
99.0,57.0,1266555.227153867,219067.38923635578
99.0,59.0,1055806.7745505238,191687.98784302676
99.0,61.0,623597.0678199675,178229.49410494728
99.0,63.0,509464.8452360267,152065.82309096667
99.0,65.0,616368.589430076,124893.32925784794
99.0,67.0,400434.65598061134,111576.07959190807
99.0,69.0,329849.3856195109,96796.28511777875
99.0,71.0,325061.13154844276,87072.20234254467
99.0,73.0,262401.10967225506,94546.15214596852
99.0,75.0,215911.08712455508,92678.31522270976
99.0,77.0,277556.59236232156,78695.03672056223
99.0,79.0,231866.63585384315,84468.8830660681
99.0,81.0,104539.2009063615,85011.95160305823
99.0,83.0,85772.66724982926,85982.16044251673
99.0,85.0,79582.39701624852,83273.04767206474
99.0,87.0,72726.41314854051,81110.5148258638
99.0,89.0,73312.75496950732,79872.98771818467
101.0,-89.0,19062.031077451757,22734.281033245967
101.0,-87.0,20031.229710435327,23358.451662258503
101.0,-85.0,20656.23943233488,23476.316615059623
101.0,-83.0,21664.998394371352,24528.045123995027
101.0,-81.0,21945.117623525206,24826.569691467997
101.0,-79.0,22419.758656702914,25432.178828821045
101.0,-77.0,22991.136996780064,26743.139988745173
101.0,-75.0,23513.115227684742,28455.96368956674
101.0,-73.0,24491.944077409233,31495.20377213649
101.0,-71.0,25509.38029093919,35556.637051596816
101.0,-69.0,28460.467097166358,45581.78616285126
101.0,-67.0,30805.341847294814,59151.10019209821
101.0,-65.0,106989.94053435216,73936.61664967654
101.0,-63.0,62545.74679402493,75293.67274729881
101.0,-61.0,47039.43209614169,80353.89722703329
101.0,-59.0,37186.13141090051,77161.09099622494
101.0,-57.0,25126.36681074525,64932.48355834151
101.0,-55.0,23964.388234189733,69295.34000140426
101.0,-53.0,23260.38019181449,78864.14796095839
101.0,-51.0,26500.24760794999,93329.54834743204
101.0,-49.0,33645.03075556772,112888.07206081852
101.0,-47.0,38116.19968527315,135165.81228974566
101.0,-45.0,47881.2315757128,163573.04043352543
101.0,-43.0,63501.04078403899,196531.8307880527
101.0,-41.0,75544.08505279673,233225.85458683607
101.0,-39.0,96062.65660734507,271948.0080128473
101.0,-37.0,131347.37986993763,316323.24108533986
101.0,-35.0,170047.4095378526,367142.83699478646
101.0,-33.0,187196.18091482559,420405.5511652533
101.0,-31.0,227657.28362759278,485631.6316173896
101.0,-29.0,208175.09212435968,554931.5216694616
101.0,-27.0,229338.30024149595,648101.3014597811
101.0,-25.0,323463.3696740997,764950.1798539764
101.0,-23.0,505903.9930079924,891273.2536251353
101.0,-21.0,582408.6890644181,1011502.7260133066
101.0,-19.0,609482.5803645971,1119415.5797189802
101.0,-17.0,477803.5151937958,1205270.9225200233
101.0,-15.0,385201.21370914223,1281088.6359955356
101.0,-13.0,467028.9360098365,1383735.1870129008
101.0,-11.0,621133.1842197622,1476011.1203705876
101.0,-9.0,1101387.3402334407,1556482.681146071
101.0,-7.0,1255618.114816236,1670539.986861089
101.0,-5.0,1986491.8873060732,2014032.4116852463
101.0,-3.0,10746178.033157025,2027857.0527879312
101.0,-1.0,19306418.71757882,2506073.16746902
101.0,1.0,28123024.87431283,2716218.466953494
101.0,3.0,27374570.566080034,2920540.0506417737
101.0,5.0,28633276.87842897,2942793.722510331
101.0,7.0,11720230.183049412,2106736.3121108944
101.0,9.0,5683871.042735925,2043337.0908472172
101.0,11.0,4869314.005710917,2111283.294342619
101.0,13.0,19093830.561379574,1988861.7521387718
101.0,15.0,19164292.835020732,1754688.2695565165
101.0,17.0,16046247.610589348,1804468.3870217407
101.0,19.0,17537120.594983656,2041775.6332852384
101.0,21.0,14289788.723852674,1942742.4134782979
101.0,23.0,13746184.272523928,1642463.094702403
101.0,25.0,15207790.865910579,1439323.528921966
101.0,27.0,14232715.937518947,1258886.479196084
101.0,29.0,8626773.995822633,1111891.8108480633
101.0,31.0,7305685.44214545,1005035.3977527411
101.0,33.0,6825266.332513826,885675.7618897923
101.0,35.0,7416423.083867683,835026.1046496002
101.0,37.0,7348969.09299347,775930.0346367339
101.0,39.0,4185927.995521046,722245.5184253957
101.0,41.0,2110613.5738479155,712037.4424453947
101.0,43.0,1514392.5230878994,603668.139621692
101.0,45.0,1735046.1507221411,473894.18723366864
101.0,47.0,2234556.2168448963,373003.5654874716
101.0,49.0,2275076.6225868147,356101.4493190065
101.0,51.0,1636971.5265599773,305275.41755030456
101.0,53.0,1523182.7888768502,264513.857854656
101.0,55.0,1949353.099232687,229471.51350073706
101.0,57.0,1562500.4283193408,202074.6524331568
101.0,59.0,1171846.7481793435,168251.72000616373
101.0,61.0,608696.0884230433,172498.26886545194
101.0,63.0,497727.6298008114,150944.39044734638
101.0,65.0,685839.6081816653,123821.99532200284
101.0,67.0,482786.86126961466,113236.95953731619
101.0,69.0,376839.74575933133,95944.99286850131
101.0,71.0,316043.52046703984,90116.58016222625
101.0,73.0,258126.0527730829,94451.23408002271
101.0,75.0,239363.76340549585,86978.61527458853
101.0,77.0,254470.10230402122,81773.07473463783
101.0,79.0,238107.44097897166,83025.11527965986
101.0,81.0,106566.61161622548,86440.09116445972
101.0,83.0,86509.97847138021,86215.82327644959
101.0,85.0,81963.06191970647,83278.2170717423
101.0,87.0,72730.57279325827,81123.6207563627
101.0,89.0,73440.95907720547,79876.78574470825
103.0,-89.0,19045.48334859389,22721.67497902432
103.0,-87.0,20002.0513105415,23378.8399421678
103.0,-85.0,20523.66453465731,23377.501413349215
103.0,-83.0,21544.139558115243,24423.693096054467
103.0,-81.0,21872.5598077477,24785.082944486025
103.0,-79.0,22287.609326451493,25302.216685907842
103.0,-77.0,22759.15758173633,26362.989532245247
103.0,-75.0,23285.161949362537,27946.848312835344
103.0,-73.0,24316.933240835122,30913.420817626735
103.0,-71.0,25274.476914771418,34960.30387207654
103.0,-69.0,28252.858248702254,45447.237802570286
103.0,-67.0,29152.781333435152,60196.706813224046
103.0,-65.0,174230.42097568244,70569.29163410449
103.0,-63.0,80093.11649286406,74571.12646899698
103.0,-61.0,45015.4635360299,78799.23230027399
103.0,-59.0,34059.03888788467,71601.29662015583
103.0,-57.0,23306.779159950325,63112.078618509586
103.0,-55.0,23914.106643962634,69491.87857627586
103.0,-53.0,23862.370119169314,79389.73072943807
103.0,-51.0,26910.507948338523,93738.59041671212
103.0,-49.0,36854.70841213387,113442.39832409647
103.0,-47.0,37776.114951524774,134547.23991219088
103.0,-45.0,45803.66666867125,162469.1792366918
103.0,-43.0,62603.17836395553,195525.51464215227
103.0,-41.0,70487.965516199,230647.8988253708
103.0,-39.0,95367.95662476511,270606.36791826214
103.0,-37.0,129039.51226090812,314863.3725815844
103.0,-35.0,183360.78799887293,368202.5826779565
103.0,-33.0,209949.2356998827,424624.17250379507
103.0,-31.0,245949.40798669794,493625.3498483279
103.0,-29.0,229292.97919787484,569039.6798444242
103.0,-27.0,288877.59029694914,674490.1352566936
103.0,-25.0,435579.5125531246,799894.1511554738
103.0,-23.0,608630.4144123249,925047.5609952573
103.0,-21.0,631628.2123477472,1040761.1752860557
103.0,-19.0,502581.8861861859,1135087.5954307602
103.0,-17.0,357311.76012355,1212309.5323238787
103.0,-15.0,349378.23591980565,1303124.8239405314
103.0,-13.0,418804.97161734715,1408067.7556025714
103.0,-11.0,556123.279783632,1506547.4691310008
103.0,-9.0,946853.2978980124,1591593.2874302394
103.0,-7.0,2913048.173242143,1894172.124144207
103.0,-5.0,11168488.237158637,1942865.0846723532
103.0,-3.0,20274300.122544322,2388815.890286635
103.0,-1.0,22097331.868401207,2763479.369097932
103.0,1.0,33627057.3163171,2924742.9820669596
103.0,3.0,26469338.519852996,2656859.6237215204
103.0,5.0,24831458.061364308,2870488.7805763376
103.0,7.0,5006366.401688312,2472534.2968510087
103.0,9.0,3974245.059970231,2339809.495063323
103.0,11.0,10548095.8624715,1910519.1458227911
103.0,13.0,18385634.90830785,1959511.6371395253
103.0,15.0,17977792.250799127,2012735.9558635172
103.0,17.0,17387854.27082548,1952883.1199789243
103.0,19.0,14794246.36830849,2092481.8534480918
103.0,21.0,14792471.317477053,1977255.7936576544
103.0,23.0,15989031.17402736,1594569.523009405
103.0,25.0,16576750.935215142,1443028.4933464646
103.0,27.0,15083086.56176284,1331784.7152866826
103.0,29.0,14007955.34621383,1210073.0022743135
103.0,31.0,11141563.931065906,1085676.0427315203
103.0,33.0,7481532.218984035,968332.5682841183
103.0,35.0,7959026.672840592,893010.6002372883
103.0,37.0,5658924.971021229,777568.3151829469
103.0,39.0,3678607.809314974,811885.8821782836
103.0,41.0,2099038.879450445,823006.534290289
103.0,43.0,1440272.7548874253,639684.5156344227
103.0,45.0,1686100.46014801,471591.9976445005
103.0,47.0,2446741.7933946582,369308.3418699875
103.0,49.0,2552647.819640781,355035.10049530363
103.0,51.0,2417177.0845530434,304193.1168888269
103.0,53.0,3154736.274938932,238411.4737117582
103.0,55.0,1727953.5286467732,232484.60830514133
103.0,57.0,1528966.2567019875,193149.31036528933
103.0,59.0,1283616.5429755936,164738.3542796885
103.0,61.0,611369.0853627187,167976.2198933832
103.0,63.0,522458.346239031,149985.95962779073
103.0,65.0,626991.0012700609,127366.11851018296
103.0,67.0,501801.3248076879,114912.647303407
103.0,69.0,403821.119687216,98266.01926430716
103.0,71.0,296254.02183262265,93433.50286919158
103.0,73.0,241758.83169424848,93917.15910655363
103.0,75.0,215829.59562357416,87172.90929429194
103.0,77.0,244192.08195112646,82445.58409866046
103.0,79.0,255531.7662108806,83209.46421120997
103.0,81.0,109469.00841294619,88205.17273539345
103.0,83.0,86684.33245749676,86312.32959695157
103.0,85.0,81873.73970496576,83430.48952815738
103.0,87.0,72845.66203806935,81150.93515998319
103.0,89.0,73611.79134486453,79879.67807168206
